ID,ID_rock,block_plot,block_day,block,plot,sp,depth,resolution,day_of_year,sampling_date,date,_,serial_nb,fraction,fresh_weight_g,fresh_weight_aff,part_fresh_w,dry_weight,dry_weight_f_100,calc_tot_dry_weight,tot_dry_weight_aff,f_perc_prop_weight_aff,vol_calc_sk_ml,vol_perc_sk,vol_fine_cm3,Date_dry_weighing,soilvol_m3,soilvol_cm3,FRB_g_cm3,SRL_m_g,RLD_m_m3,mycelium,length_cm,length_aff_cm,projarea_cm2,surfarea_cm2,avgdiam_mm,lenpervol_cm_m3,rootvol_cm3,rootvol_class_cm3,rootvol_aff_class_cm3,rtd_g_cm3,tips,forks,crossings,ntips_length_n_cm,nforks_length_n_cm,rdmc_dry_g_fresh_g,loi_perc,tc_perc,tn_perc,ca_mg_kg,k_mg_kg,mg_mg_kg,mn_mg_kg,ep_mg_kg,silt_clay_perc,clay_perc,silt_perc,sand_perc,h2o,moist_bepa_5cm,moist_bepa_5cm_vol100perc,moist_bepa_25cm,moist_bepa_25cm_vol100perc,moist_pist_5cm,moist_pist_5cm_vol100perc,moist_pist_25cm,moist_pist_25cm_vol100perc
4_4_PIST_15_20_500_180912_C,4_4_PIST_15_20,44,4255,4,4,PIST,15_20,500,255,9/12/2018,180912,_,181016,C,0.2166,0.2166,NA,0.0536,,NA,0.0536,,4.33,4.42,93.67,9/17/2019,0.000098,98,0.0006,0.9,539.8,no,5.0560,5.0560,1.2593,3.9563,2.4908,51591.9216,0.246,0.474,0.474,0.113,2,0,0,0.40,0.00,0.25,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_15_20_500_180912_TF,4_4_PIST_15_20,44,4255,4,4,PIST,15_20,500,255,9/12/2018,180912,_,181017,TF,0.8189,0.8189,NA,0.1876,,NA,0.1876,,4.33,4.42,93.67,9/17/2019,0.000098,98,0.0020,3.8,7542.6,no,70.6484,70.6484,8.1393,25.5705,1.1521,720901.7007,0.736,0.253,0.253,0.742,85,48,1,1.20,0.68,0.23,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_15_20_500_180912_AF,4_4_PIST_15_20,44,4255,4,4,PIST,15_20,500,255,9/12/2018,180912,_,181018,AF,0.1621,0.6706,NA,0.0392,,NA,0.1888,,4.33,4.42,93.67,9/17/2019,0.000098,98,0.0020,39.0,78580.2,no,98.0620,736.028094959297,3.7780,11.8689,0.3853,1000632.4690,0.114,0.818,2.070,0.091,407,194,2,0.55,0.26,0.28,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_15_20_500_180912_F,4_4_PIST_15_20,44,4255,4,4,PIST,15_20,500,255,9/12/2018,180912,_,181019,F,0.1245,1.2450,NA,0.0361,0.3610,NA,0.3610,191.22,4.33,4.42,93.67,9/17/2019,0.000098,98,0.0039,23.5,90730.6,no,84.9836,849.836,3.8356,12.0497,0.4513,867179.9254,0.136,0.149,1.489,0.242,659,266,8,0.78,0.31,0.29,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_15_20_500_180912_D,4_4_PIST_15_20,44,4255,4,4,PIST,15_20,500,255,9/12/2018,180912,_,181020,D,0.2348,0.9713,NA,0.0554,,NA,0.2668,,4.33,4.42,93.67,9/17/2019,0.000098,98,0.0028,9.2,26096.7,no,32.5666,244.436505040703,2.9801,9.3623,0.9151,332312.4767,0.214,0.155,0.392,0.681,78,32,1,0.32,0.13,0.27,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_20_30_500_180912_C,4_4_PIST_20_30,44,4255,4,4,PIST,20_30,500,255,9/12/2018,180912,_,181021,C,0.4599,0.4599,NA,0.1100,,NA,0.1100,,16.37,8.35,179.63,9/17/2019,0.000196,196,0.0006,1.1,696.4,no,12.5095,12.5095,2.7016,8.4874,2.1596,63824.1699,0.458,0.275,0.275,0.401,8,2,0,0.64,0.16,0.24,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_20_30_500_180912_TF,4_4_PIST_20_30,44,4255,4,4,PIST,20_30,500,255,9/12/2018,180912,_,181022,TF,1.0527,1.0527,NA,0.2292,,NA,0.2292,,16.37,8.35,179.63,9/17/2019,0.000196,196,0.0013,4.3,5546.7,no,99.6370,99.6370,10.8710,34.1524,1.0911,508352.1493,0.932,0.477,0.477,0.481,118,48,0,1.18,0.48,0.22,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_20_30_500_180912_AF,4_4_PIST_20_30,44,4255,4,4,PIST,20_30,500,255,9/12/2018,180912,_,181023,AF,0.2048,0.6009,NA,0.0495,,NA,0.1560,,16.37,8.35,179.63,9/17/2019,0.000196,196,0.0009,44.7,38841.1,no,76.6274,697.708850344053,4.3548,13.6811,0.5683,390955.8942,0.194,1.016,2.677,0.058,237,155,5,0.34,0.22,0.26,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_20_30_500_180912_F,4_4_PIST_20_30,44,4255,4,4,PIST,20_30,500,255,9/12/2018,180912,_,181024,F,0.1451,1.4510,NA,0.0415,0.4150,NA,0.4150,266.04,16.37,8.35,179.63,9/17/2019,0.000196,196,0.0023,24.0,55383.1,no,99.4855,994.855,4.6737,14.6829,0.4698,507578.8298,0.172,0.196,1.959,0.212,902,297,6,0.91,0.30,0.29,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_4_PIST_20_30_500_180912_D,4_4_PIST_20_30,44,4255,4,4,PIST,20_30,500,255,9/12/2018,180912,_,181025,D,0.5455,1.6004,NA,0.1434,,NA,0.4519,,16.37,8.35,179.63,9/17/2019,0.000196,196,0.0025,9.3,23375.0,no,46.1152,419.888749655947,5.7581,18.0897,1.2486,235281.4235,0.565,0.183,0.481,0.939,86,66,1,0.20,0.16,0.28,4.02,1.69,0.110,188.4,16.6,6.70,1.93,60.7,16.89,6.71,10.18,83.11,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_0_5_500_180912_C,4_24_ACSA_0_5,424,4255,4,24,ACSA,0_5,500,255,9/12/2018,180912,_,181026,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,9.85,0.00,0.00,9/17/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_0_5_500_180912_TF,4_24_ACSA_0_5,424,4255,4,24,ACSA,0_5,500,255,9/12/2018,180912,_,181027,TF,0.3975,0.3975,NA,0.1591,,NA,0.1591,,9.85,10.05,88.15,9/17/2019,0.000098,98,0.0018,5.6,10029.9,no,88.4099,88.4099,5.4786,17.2114,0.6197,902141.9242,0.267,0.732,0.732,0.217,147,111,2,1.66,1.26,0.40,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_0_5_500_180912_AF,4_24_ACSA_0_5,424,4255,4,24,ACSA,0_5,500,255,9/12/2018,180912,_,181028,AF,2.3475,7.2677,1.9711,0.4392,,0.5231,1.9695,,9.85,10.05,88.15,9/17/2019,0.000098,98,0.0223,33.9,756892.9,yes,1952.5522,6671.7650264102,55.2551,173.5890,0.2830,19924001.8135,1.228,0.336,3.872,0.509,7564,5968,748,1.13,0.89,0.27,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_0_5_500_180912_F,4_24_ACSA_0_5,424,4255,4,24,ACSA,0_5,500,255,9/12/2018,180912,_,181029,F,0.5017,5.0170,NA,0.1465,1.4650,NA,1.4650,74.38,9.85,10.05,88.15,9/17/2019,0.000098,98,0.0166,32.5,539391.2,no,475.4558,4754.558,21.5869,67.8172,0.4540,4851589.8390,0.770,1.295,12.950,0.113,3065,1928,124,0.64,0.41,0.29,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_0_5_500_180912_D,4_24_ACSA_0_5,424,4255,4,24,ACSA,0_5,500,255,9/12/2018,180912,_,181030,D,0.0462,0.1430,NA,0.0067,,0.5231,0.0252,,9.85,10.05,88.15,9/17/2019,0.000098,98,0.0003,19.8,5668.9,no,14.6239,49.9690735897971,0.8252,2.5924,0.5643,149223.6303,0.037,0.895,10.308,0.002,36,22,1,0.72,0.44,0.18,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_5_10_500_180912_C,4_24_ACSA_5_10,424,4255,4,24,ACSA,5_10,500,255,9/12/2018,180912,_,181031,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,11.10,0.00,0.00,9/17/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_5_10_500_180912_TF,4_24_ACSA_5_10,424,4255,4,24,ACSA,5_10,500,255,9/12/2018,180912,_,181032,TF,0.3894,0.3894,NA,0.1601,,NA,0.1601,,11.10,11.33,86.90,9/17/2019,0.000098,98,0.0018,3.2,5825.3,no,50.6213,50.6213,4.2175,13.2498,0.8332,516544.2434,0.276,0.049,0.049,3.247,78,38,1,1.54,0.75,0.41,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_5_10_500_180912_AF,4_24_ACSA_5_10,424,4255,4,24,ACSA,5_10,500,255,9/12/2018,180912,_,181033,AF,0.5521,0.7965,NA,0.1141,,NA,0.1683,,11.10,11.33,86.90,9/17/2019,0.000098,98,0.0019,53.6,103855.4,no,487.2939,902.498486821432,17.4284,54.7528,0.3577,4972386.8038,0.490,0.377,4.813,0.035,1215,891,52,1.35,0.99,0.21,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_5_10_500_180912_F,4_24_ACSA_5_10,424,4255,4,24,ACSA,5_10,500,255,9/12/2018,180912,_,181034,F,0.0264,0.2640,NA,0.0061,0.0610,NA,0.0610,36.24,11.10,11.33,86.90,9/17/2019,0.000098,98,0.0007,68.5,48111.0,no,41.8082,418.082,1.3450,4.2254,0.3217,426614.5765,0.034,0.485,4.848,0.013,209,49,2,0.50,0.12,0.23,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_5_10_500_180912_D,4_24_ACSA_5_10,424,4255,4,24,ACSA,5_10,500,255,9/12/2018,180912,_,181035,D,0.0442,0.0638,NA,0.0143,,NA,0.0211,,11.10,11.33,86.90,9/17/2019,0.000098,98,0.0002,3.0,719.7,no,3.3770,6.25441317856836,0.4973,1.5622,1.4725,34459.5246,0.058,0.035,0.447,0.047,10,8,0,1.60,1.28,0.33,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_10_15_500_180912_C,4_24_ACSA_10_15,424,4255,4,24,ACSA,10_15,500,255,9/12/2018,180912,_,181036,C,0.1523,0.1523,NA,0.0856,,NA,0.0856,,8.58,8.75,89.42,9/17/2019,0.000098,98,0.0010,0.3,301.8,no,2.6990,2.6990,0.7099,2.2302,2.6302,27541.0576,0.147,0.066,0.066,1.301,2,0,0,0.74,0.00,0.56,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_10_15_500_180912_TF,4_24_ACSA_10_15,424,4255,4,24,ACSA,10_15,500,255,9/12/2018,180912,_,181037,TF,0.3548,0.3548,NA,0.1298,,NA,0.1298,,8.58,8.75,89.42,9/17/2019,0.000098,98,0.0015,8.2,11874.6,no,106.1848,106.1848,6.0355,18.9611,0.5684,1083518.5208,0.269,0.143,0.143,0.907,155,89,0,1.46,0.84,0.37,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_10_15_500_180912_AF,4_24_ACSA_10_15,424,4255,4,24,ACSA,10_15,500,255,9/12/2018,180912,_,181038,AF,0.9516,1.3440,NA,0.1780,,NA,0.2608,,8.58,8.75,89.42,9/17/2019,0.000098,98,0.0029,51.3,149469.2,no,805.9263,1336.58451864507,29.0466,91.2525,0.3604,8223737.4859,0.822,0.347,7.494,0.035,2424,1341,114,1.81,1.00,0.19,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_10_15_500_180912_F,4_24_ACSA_10_15,424,4255,4,24,ACSA,10_15,500,255,9/12/2018,180912,_,181039,F,0.0466,0.4660,NA,0.0100,0.1000,NA,0.1000,38.34,8.58,8.75,89.42,9/17/2019,0.000098,98,0.0011,54.6,61113.0,no,54.6485,546.485,1.9223,6.0389,0.3517,557637.4727,0.053,0.834,8.339,0.012,343,70,6,0.63,0.13,0.21,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_10_15_500_180912_D,4_24_ACSA_10_15,424,4255,4,24,ACSA,10_15,500,255,9/12/2018,180912,_,181040,D,0.1785,0.2521,NA,0.0370,,NA,0.0542,,8.58,8.75,89.42,9/17/2019,0.000098,98,0.0006,7.4,4457.9,no,24.0366,39.8633813549256,2.2261,6.9935,0.9261,245271.3668,0.162,0.058,1.249,0.043,44,20,1,1.10,0.50,0.22,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_15_20_500_180912_C,4_24_ACSA_15_20,424,4255,4,24,ACSA,15_20,500,255,9/12/2018,180912,_,181041,C,0.3896,0.3896,NA,0.1782,,NA,0.1782,,7.60,7.75,90.40,9/17/2019,0.000098,98,0.0020,0.2,365.8,no,3.3066,3.3066,1.1823,3.7144,3.5757,33740.9260,0.332,0.200,0.200,0.892,2,0,0,0.60,0.00,0.46,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_15_20_500_180912_TF,4_24_ACSA_15_20,424,4255,4,24,ACSA,15_20,500,255,9/12/2018,180912,_,181042,TF,0.4779,0.4779,NA,0.1910,,NA,0.1910,,7.60,7.75,90.40,9/17/2019,0.000098,98,0.0021,3.6,7635.1,no,69.0220,69.0220,5.2201,16.3996,0.7563,704306.0366,0.310,0.334,0.334,0.572,83,39,0,1.20,0.57,0.40,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_15_20_500_180912_AF,4_24_ACSA_15_20,424,4255,4,24,ACSA,15_20,500,255,9/12/2018,180912,_,181043,AF,0.7551,1.4985,NA,0.1416,,NA,0.2909,,7.60,7.75,90.40,9/17/2019,0.000098,98,0.0032,49.8,160291.3,no,671.8283,1449.04335777278,23.3619,73.3936,0.3477,6855391.1462,0.638,0.428,6.048,0.048,1882,915,64,1.30,0.63,0.19,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_15_20_500_180912_F,4_24_ACSA_15_20,424,4255,4,24,ACSA,15_20,500,255,9/12/2018,180912,_,181044,F,0.0813,0.8130,NA,0.0157,0.1570,NA,0.1570,53.97,7.60,7.75,90.40,9/17/2019,0.000098,98,0.0017,50.7,88034.1,no,79.5834,795.834,2.9980,9.4184,0.3767,812075.2837,0.089,0.681,6.814,0.023,424,111,13,0.53,0.14,0.19,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_15_20_500_180912_D,4_24_ACSA_15_20,424,4255,4,24,ACSA,15_20,500,255,9/12/2018,180912,_,181045,D,0.0707,0.1403,NA,0.0073,,NA,0.0150,,7.60,7.75,90.40,9/17/2019,0.000098,98,0.0002,23.1,3839.9,no,16.0943,34.7132422272215,1.1857,3.7251,0.7367,164227.2642,0.069,0.091,1.284,0.012,34,12,0,0.98,0.35,0.11,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_20_30_500_180912_C,4_24_ACSA_20_30,424,4255,4,24,ACSA,20_30,500,255,9/12/2018,180912,_,181046,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,16.50,0.00,0.00,9/17/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_20_30_500_180912_TF,4_24_ACSA_20_30,424,4255,4,24,ACSA,20_30,500,255,9/12/2018,180912,_,181047,TF,0.7417,0.7417,NA,0.2926,,NA,0.2926,,16.50,8.42,179.50,9/17/2019,0.000196,196,0.0016,3.9,6408.2,no,115.0249,115.0249,8.4957,26.6900,0.7386,586861.7363,0.493,0.085,0.085,3.434,160,62,0,1.39,0.54,0.39,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_20_30_500_180912_AF,4_24_ACSA_20_30,424,4255,4,24,ACSA,20_30,500,255,9/12/2018,180912,_,181048,AF,0.2850,0.7549,NA,0.0537,,NA,0.1456,,16.50,8.42,179.50,9/17/2019,0.000196,196,0.0008,58.7,47609.5,no,263.3772,854.575849655009,9.1493,28.7434,0.3474,1343761.1870,0.250,0.670,3.066,0.047,651,278,14,0.76,0.33,0.19,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_20_30_500_180912_F,4_24_ACSA_20_30,424,4255,4,24,ACSA,20_30,500,255,9/12/2018,180912,_,181049,F,0.0583,0.5830,NA,0.0107,0.1070,NA,0.1070,73.47,16.50,8.42,179.50,9/17/2019,0.000196,196,0.0006,59.6,35501.8,no,63.7247,637.247,2.2723,7.1385,0.3566,325125.8753,0.064,0.265,2.650,0.040,313,115,10,0.49,0.18,0.18,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
4_24_ACSA_20_30_500_180912_D,4_24_ACSA_20_30,424,4255,4,24,ACSA,20_30,500,255,9/12/2018,180912,_,181050,D,0.0686,0.1817,NA,0.0088,,NA,0.0239,,16.50,8.42,179.50,9/17/2019,0.000196,196,0.0001,27.9,3708.3,no,20.5144,66.5627503449908,1.1975,3.7620,0.5837,104665.1513,0.055,0.071,0.324,0.074,46,10,0,0.69,0.15,0.13,3.88,1.85,0.116,165.7,18.9,19.53,3.14,50.5,19.12,4.48,14.64,80.88,H,0.114,11.4,0.148,14.8,0.076,7.6,0.121,12.1
7_10_PIST_0_5_500_180912_C,7_10_PIST_0_5,710,7255,7,10,PIST,0_5,500,255,9/12/2018,180912,_,181051,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,4.14,0.00,0.00,9/17/2019,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_0_5_500_180912_TF,7_10_PIST_0_5,710,7255,7,10,PIST,0_5,500,255,9/12/2018,180912,_,181052,TF,1.1933,1.1933,NA,0.3012,,NA,0.3012,,4.14,4.22,93.86,9/17/2019,0.000098,98,0.0032,4.6,14915.5,no,139.9961,139.9961,13.8960,43.6556,0.9926,1428531.2385,1.083,0.067,0.067,4.475,117,53,0,0.84,0.38,0.25,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_0_5_500_180912_AF,7_10_PIST_0_5,710,7255,7,10,PIST,0_5,500,255,9/12/2018,180912,_,181053,AF,0.7655,3.7620,0.5630,0.1561,,0.2122,1.1520,,4.14,4.22,93.86,9/17/2019,0.000098,98,0.0123,27.8,340938.6,no,286.7449,3200.0360345225,15.8103,49.6696,0.5514,2925968.6484,0.685,1.194,5.723,0.201,410,192,3,0.13,0.06,0.31,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_0_5_500_180912_F,7_10_PIST_0_5,710,7255,7,10,PIST,0_5,500,255,9/12/2018,180912,_,181054,F,0.4477,4.4770,NA,0.1371,1.3710,NA,1.3710,119.01,4.14,4.22,93.86,9/17/2019,0.000098,98,0.0146,26.1,381284.4,no,357.8720,3578.72,16.0707,50.4877,0.4491,3651755.2688,0.567,0.698,6.977,0.197,2796,1349,67,0.78,0.38,0.31,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_0_5_500_180912_D,7_10_PIST_0_5,710,7255,7,10,PIST,0_5,500,255,9/12/2018,180912,_,181055,D,0.3782,1.8587,NA,0.0974,,0.2122,0.5287,,4.14,4.22,93.86,9/17/2019,0.000098,98,0.0056,13.8,77874.3,no,65.4958,730.924665477499,5.6579,17.7747,0.8639,668324.6692,0.384,0.645,3.093,0.171,55,17,1,0.08,0.02,0.28,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_5_10_500_180912_C,7_10_PIST_5_10,710,7255,7,10,PIST,5_10,500,255,9/12/2018,180912,_,181056,C,0.1259,0.1259,NA,0.0328,,NA,0.0328,,3.75,3.82,94.25,9/17/2019,0.000098,98,0.0003,0.8,278.1,no,2.6215,2.6215,0.6696,2.1037,2.5544,26749.5938,0.134,0.424,0.424,0.077,3,1,0,1.14,0.38,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_5_10_500_180912_TF,7_10_PIST_5_10,710,7255,7,10,PIST,5_10,500,255,9/12/2018,180912,_,181057,TF,0.6427,0.6427,NA,0.1672,,NA,0.1672,,3.75,3.82,94.25,9/17/2019,0.000098,98,0.0018,3.6,6404.5,no,60.3651,60.3651,6.7769,21.2902,1.1226,615970.6740,0.598,0.139,0.139,1.199,52,27,0,0.86,0.45,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_5_10_500_180912_AF,7_10_PIST_5_10,710,7255,7,10,PIST,5_10,500,255,9/12/2018,180912,_,181058,AF,0.2213,0.4995,NA,0.0613,,NA,0.1537,,3.75,3.82,94.25,9/17/2019,0.000098,98,0.0016,29.6,48259.2,no,99.8769,454.864152833636,4.9690,15.6105,0.4975,1019151.9547,0.194,0.640,2.597,0.059,290,182,6,0.64,0.40,0.31,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_5_10_500_180912_F,7_10_PIST_5_10,710,7255,7,10,PIST,5_10,500,255,9/12/2018,180912,_,181059,F,0.0813,0.8130,NA,0.0251,0.2510,NA,0.2510,163.29,3.75,3.82,94.25,9/17/2019,0.000098,98,0.0027,25.3,67326.8,no,63.4585,634.585,2.6351,8.2784,0.4152,647535.8189,0.086,0.221,2.206,0.114,502,216,11,0.79,0.34,0.31,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_5_10_500_180912_D,7_10_PIST_5_10,710,7255,7,10,PIST,5_10,500,255,9/12/2018,180912,_,181060,D,0.4254,0.9602,NA,0.1052,,NA,0.2638,,3.75,3.82,94.25,9/17/2019,0.000098,98,0.0028,13.6,38010.3,no,78.6658,358.263547166364,6.5081,20.4459,0.8273,802712.5518,0.423,0.082,0.331,0.797,122,60,1,0.34,0.17,0.27,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
7_10_PIST_10_15_500_180912_C,7_10_PIST_10_15,710,7255,7,10,PIST,10_15,500,255,9/12/2018,180912,_,181061,C,0.1675,0.1675,NA,0.0441,,NA,0.0441,,4.91,5.01,93.09,9/17/2019,0.000098,98,0.0005,0.8,396.4,no,3.6899,3.6899,0.9781,3.0728,2.6508,37652.4889,0.204,0.498,0.498,0.089,2,0,0,0.54,0.00,0.26,4.05,1.75,0.113,319.9,16.3,7.09,2.34,59.4,16.71,9.30,7.41,83.29,H,0.102,10.2,0.128,12.8,0.088,8.8,0.113,11.3
